"","Specimen.Code","Common.Name","Latin.Name","City","Province","Country","Latitude","Longitude","Matrix.PCR.Result","Matrix.PCR.Result.Date","PCRResultDate","week","weekNum"
"451","CWHC.135878.1","Ring-Billed Gull","Larus delawarensis","Sorel","Québec","Canada",46.03694147,-73.11057466,"Suspicious ","2017-08-23",2017-08-23,3,3
"452","CWHC.135921.1","Red-Tailed Hawk","Buteo jamaicensis","Mississauga","Ontario","Canada",43.588937,-79.591865,"Negative ","2017-08-23",2017-08-23,3,3
"453","CWHC.135992.1","Blue Jay","Cyanocitta cristata","Georgian Bay","Ontario","Canada",44.918315,-79.726012,"Negative ","2017-08-31",2017-08-31,4,4
"455","CWHC.135785.1","Ring-Billed Gull","Larus delawarensis","Saskatoon","Saskatchewan","Canada",52.1332144,-106.6700458,"Suspicious ","2017-08-31",2017-08-31,4,4
"456","CWHC.136387.1","Trumpeter Swan","Cygnus buccinator","Saint-Fulgence","Québec","Canada",48.44646667,-70.90744444,"Negative ","2017-09-28",2017-09-28,4,8
"457","CWHC.135643.1","Swainson's Hawk","Buteo swainsoni","Saskatoon","Saskatchewan","Canada",52.1122025,-106.7315402,"Negative ","2017-08-18",2017-08-18,5,2
"458","CWHC.136266.1","American Crow","Corvus brachyrhynchos","New Glasgow","Prince Edward Island","Canada",46.5000799,-63.406539,"Negative ","2017-09-28",2017-09-28,4,8
"460","CWHC.136625.1","American Crow","Corvus brachyrhynchos","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-10-05",2017-10-05,4,9
"461","CWHC.136790.1","Snow Goose","Chen caerulescens","Portneuf","Québec","Canada",48.62722222,-69.09638889,"Negative ","2017-10-26",2017-10-26,4,12
"462","CWHC.136008.1","Mallard","Anas platyrhynchos","Sherbrooke","Québec","Canada",45.38694444,-72.00333333,"Suspicious ","2017-08-31",2017-08-31,4,4
"463","CWHC.136096.1","Blue-Winged Teal","Anas discors","","Saskatchewan","Canada",51.701373,-106.51696,"Negative ","2017-09-07",2017-09-07,4,5
"464","CWHC.135963.1","Blue Jay","Cyanocitta cristata","North Rustico","Prince Edward Island","Canada",46.4722854,-63.3251449,"Negative ","2017-09-28",2017-09-28,4,8
"465","CWHC.138156.1","American Crow","Corvus brachyrhynchos","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-12-12",2017-12-12,2,19
"466","CWHC.136227.1","American Crow","Corvus brachyrhynchos","Fergus","Ontario","Canada",43.700987,-80.362253,"Negative ","2017-09-11",2017-09-11,1,6
"467","CWHC.136709.1","Short-Eared Owl","Asio flammeus","Hilden","Nova Scotia","Canada",45.30771,-63.30066,"Negative ","2017-10-31",2017-10-31,2,13
"468","CWHC.136467.1","Great Horned Owl","Bubo virginianus","Millet","Alberta","Canada",53.0921,-113.4703,"Negative ","2017-09-19",2017-09-19,2,7
"469","CWHC.135882.2","Double-Crested Cormorant","Phalacrocorax auritus","Tobermory","Ontario","Canada",45.249671,-81.640491,"Negative ","2017-08-17",2017-08-17,4,2
"470","CWHC.137812.1","Snowy Owl","Bubo scandiacus","","Ontario","Canada",44.20548831,-80.85938125,"Negative ","2017-12-08",2017-12-08,5,18
"471","CWHC.136333.2","Double-Crested Cormorant","Phalacrocorax auritus","Val-Comeau","Nouveau-Brunswick","Canada",47.46415,-64.88524,"Negative ","2017-09-28",2017-09-28,4,8
"472","CWHC.138428.1","Canada Goose","Branta canadensis","Milton","Ontario","Canada",43.50284,-79.844951,"Negative ","2018-01-15",2018-01-15,1,24
"473","CWHC.135687.1","American White Pelican","Pelecanus erythrorhynchos","Lavallee Lake","Saskatchewan","Canada",54.2833333,-106.55,"Negative ","2017-08-18",2017-08-18,5,2
"474","CWHC.136004.1","Herring Gull","Larus argentatus","Lac-Etchemin","Québec","Canada",46.39555556,-70.50833333,"Negative ","2017-08-30",2017-08-30,3,4
"475","CWHC.136430.1","Cedar Waxwing","Bombycilla cedrorum","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-09-14",2017-09-14,4,6
"476","CWHC.138205.1","Northern Gannet","Morus bassanus","Grande-Digue","New Brunswick","Canada",46.3433898,-64.5735357,"Negative ","2018-01-10",2018-01-10,3,23
"477","CWHC.136748.1","American Wigeon","Anas americana","Sackville","New Brunswick","Canada",45.9086,-64.3006,"Negative ","2018-01-11",2018-01-11,4,23
"479","CWHC.136072.1","Blue-Winged Teal","Anas discors","","Saskatchewan","Canada",51.701373,-106.51696,"Negative ","2017-09-07",2017-09-07,4,5
"480","CWHC.137169.1","Snowy Owl","Bubo scandiacus","Rollo Bay","Prince Edward Island","Canada",46.36005,-62.33733,"Negative ","2018-01-10",2018-01-10,3,23
"481","CWHC.136172.1","Rock Pigeon","Columba livia","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-08-17",2017-08-17,4,2
"482","CWHC.135727.1","Ring-Billed Gull","Larus delawarensis","Saskatoon","Saskatchewan","Canada",52.1265128,-106.686898,"Negative ","2017-08-18",2017-08-18,5,2
"483","CWHC.136432.1","Mountain Bluebird","Sialia currucoides","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-09-14",2017-09-14,4,6
"484","CWHC.135755.1","Great Horned Owl","Bubo virginianus","O'Leary","Prince Edward Island","Canada",46.7070567,-64.2269435,"Negative ","2017-09-28",2017-09-28,4,8
"485","CWHC.136475.1","Great Horned Owl","Bubo virginianus","Nanton","Alberta","Canada",50.3137,-113.9228,"Negative ","2017-10-13",2017-10-13,5,10
"486","CWHC.136433.1","Pine Siskin","Carduelis pinus","","Alberta","Canada",53.4176,-114.5666,"Negative ","2017-09-14",2017-09-14,4,6
"487","CWHC.137322.2","Ring-Billed Gull","Larus delawarensis","Longueuil","Québec","Canada",45.54363,-73.4715403,"Negative ","2017-11-28",2017-11-28,2,17
"488","CWHC.136090.1","American Coot","Fulica americana","","Saskatchewan","Canada",51.70114,-106.514567,"Negative ","2017-09-07",2017-09-07,4,5
"489","CWHC.137259.1","Canada Goose","Branta canadensis","Sainte-Julienne","Québec","Canada",45.97222222,-73.75472222,"Negative ","2017-11-23",2017-11-23,4,16
"490","CWHC.136640.1","Rock Pigeon","Columba livia","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-10-05",2017-10-05,4,9
"491","CWHC.138144.1","American Robin","Turdus migratorius","Newbrook","Alberta","Canada",54.3261,-112.9509,"Negative ","2017-12-12",2017-12-12,2,19
"492","CWHC.138632.1","Canada Goose","Branta canadensis","Ottawa","Ontario","Canada",45.394118,-75.703624,"Negative ","2018-01-18",2018-01-18,4,24
"493","CWHC.138061.1","Ring-Billed Gull","Larus delawarensis","Cowansville","Québec","Canada",45.20555556,-72.74666667,"Negative ","2017-12-28",2017-12-28,4,21
"494","CWHC.136176.1","Green-Winged Teal","Anas carolinensis","Wainwright","Alberta","Canada",52.8331,-110.8505,"Negative ","2017-08-17",2017-08-17,4,2
"495","CWHC.136163.1","Common Grackle","Quiscalus quiscula","","Alberta","Canada",53.6164,-113.5086,"Negative ","2017-08-17",2017-08-17,4,2
"496","CWHC.136771.1","Great Horned Owl","Bubo virginianus","Cardiff","Alberta","Canada",53.7745,-113.5953,"Negative ","2017-10-19",2017-10-19,4,11
"497","CWHC.135777.1","Red-Tailed Hawk","Buteo jamaicensis","Spiritwood","Saskatchewan","Canada",53.3645441,-107.5174338,"Negative ","2017-08-31",2017-08-31,4,4
"498","CWHC.137427.1","Long-Tailed Duck","Clangula hyemalis","Long Point [Norfolk]","Ontario","Canada",42.54833056,-80.20875049,"Negative ","2017-11-27",2017-11-27,1,17
"500","CWHC.136659.1","Red-Tailed Hawk","Buteo jamaicensis","St. Albert","Alberta","Canada",53.6305,-113.6256,"Negative ","2017-10-05",2017-10-05,4,9
"501","CWHC.136442.1","Franklin's Gull","Larus pipixcan","","Alberta","Canada",55.2867,-114.7711,"Negative ","2017-09-14",2017-09-14,4,6
"502","CWHC.138169.1","Lesser Scaup","Aythya affinis","Nisku","Alberta","Canada",53.3374,-113.524,"Negative ","2017-12-12",2017-12-12,2,19
"503","CWHC.136157.1","Bald Eagle","Haliaeetus leucocephalus","Murray River","Prince Edward Island","Canada",46.03016,-62.66438,"Negative ","2017-09-29",2017-09-29,5,8
"504","CWHC.136350.1","Peregrine Falcon","Falco peregrinus","Meadow Lake","Saskatchewan","Canada",54.1316746,-108.428026,"Negative ","2017-11-09",2017-11-09,4,14
"505","CWHC.136766.1","Rock Pigeon","Columba livia","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-10-19",2017-10-19,4,11
"506","CWHC.136635.1","Sora","Porzana carolina","Fort Saskatchewan","Alberta","Canada",53.7007,-113.2095,"Negative ","2017-10-05",2017-10-05,4,9
"508","CWHC.136748.2","American Wigeon","Anas americana","Sackville","New Brunswick","Canada",45.9086,-64.3006,"Negative ","2018-01-11",2018-01-11,4,23
"509","CWHC.137124.1","American Crow","Corvus brachyrhynchos","Lennox Island Indian Reserve No. 1","Prince Edward Island","Canada",46.6145534,-63.8468316,"Negative ","2018-01-10",2018-01-10,3,23
"510","CWHC.135917.1","Cooper's Hawk","Accipiter cooperii","Toronto","Ontario","Canada",43.694197,-79.540315,"Negative ","2017-08-23",2017-08-23,3,3
"511","CWHC.136191.1","American Crow","Corvus brachyrhynchos","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-08-17",2017-08-17,4,2
"512","CWHC.136219.2","Canada Warbler","Wilsonia canadensis","Guelph","Ontario","Canada",43.539822,-80.2885,"","2018-01-08",2018-01-08,1,23
"514","CWHC.138398.1","Canada Goose","Branta canadensis","Saint-Georges-de-Clarenceville","Québec","Canada",45.01704167,-73.18964167,"Negative ","2018-01-16",2018-01-16,2,24
"515","CWHC.137127.1","Rock Pigeon","Columba livia","Fredericton","New Brunswick","Canada",45.9784426,-66.6584021,"Negative ","2018-01-10",2018-01-10,3,23
"516","CWHC.138468.1","Trumpeter Swan","Cygnus buccinator","Washago","Ontario","Canada",44.749374,-79.334048,"Negative ","2018-01-16",2018-01-16,2,24
"517","CWHC.136487.1","Great Horned Owl","Bubo virginianus","Victoria Harbour","Ontario","Canada",44.6939,-78.7402,"Negative ","2017-11-22",2017-11-22,3,16
"518","CWHC.135636.6","Ring-Billed Gull","Larus delawarensis","Sorel","Québec","Canada",46.04833333,-73.11277778,"Negative ","2017-08-09",2017-08-09,3,1
"519","CWHC.135869.1","American Crow","Corvus brachyrhynchos","Saskatoon","Saskatchewan","Canada",52.13094888,-106.7230892,"Negative ","2017-08-21",2017-08-21,1,3
"520","CWHC.136106.1","Merlin","Falco columbarius","Tignish","Prince Edward Island","Canada",46.91459,-64.02864,"Negative ","2017-09-28",2017-09-28,4,8
"521","CWHC.135703.1","American Crow","Corvus brachyrhynchos","Saskatoon","Saskatchewan","Canada",52.1813808,-106.6346536,"Negative ","2017-08-18",2017-08-18,5,2
"522","CWHC.135653.1","Mallard","Anas platyrhynchos","Leask","Saskatchewan","Canada",52.9399159,-106.4508639,"Positive ","2017-08-18",2017-08-18,5,2
"523","CWHC.138396.2","Greater White-Fronted Goose","Anser albifrons","Amos","Québec","Canada",48.569811,-78.121372,"Negative ","2018-01-16",2018-01-16,2,24
"524","CWHC.136621.1","American Crow","Corvus brachyrhynchos","Red Deer","Alberta","Canada",52.2681,-113.8112,"Negative ","2017-10-03",2017-10-03,2,9
"525","CWHC.138168.1","Mallard","Anas platyrhynchos","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-12-12",2017-12-12,2,19
"526","CWHC.135872.1","American Crow","Corvus brachyrhynchos","","Saskatchewan","Canada",0,0,"Negative ","2017-08-17",2017-08-17,4,2
"527","CWHC.136004.4","Herring Gull","Larus argentatus","Lac-Etchemin","Québec","Canada",46.39555556,-70.50833333,"Negative ","2017-08-30",2017-08-30,3,4
"528","CWHC.138163.1","American Coot","Fulica americana","Wainwright","Alberta","Canada",52.8331,-110.8505,"Negative ","2017-12-12",2017-12-12,2,19
"529","CWHC.136466.1","Great Horned Owl","Bubo virginianus","","Alberta","Canada",53.1964,-113.0548,"Negative ","2017-09-19",2017-09-19,2,7
"530","CWHC.138174.1","Great Blue Heron","Ardea herodias","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-12-12",2017-12-12,2,19
"531","CWHC.135818.1","American Crow","Corvus brachyrhynchos","Saskatoon","Saskatchewan","Canada",52.0960472,-106.6136392,"Negative ","2017-08-31",2017-08-31,4,4
"532","CWHC.136071.1","Blue-Winged Teal","Anas discors","","Saskatchewan","Canada",51.701373,-106.51696,"Suspicious ","2017-09-07",2017-09-07,4,5
"533","CWHC.137232.1","American Crow","Corvus brachyrhynchos","Toronto","Ontario","Canada",43.7984094,-79.2733615,"Negative ","2017-11-23",2017-11-23,4,16
"534","CWHC.135821.1","American Crow","Corvus brachyrhynchos","Saskatoon","Saskatchewan","Canada",52.1419278,-106.6904563,"Negative ","2017-08-31",2017-08-31,4,4
"535","CWHC.137820.1","Snowy Owl","Bubo scandiacus","Beamsville","Ontario","Canada",43.1973238,-79.4376299,"Negative ","2017-12-08",2017-12-08,5,18
"536","CWHC.136333.5","Double-Crested Cormorant","Phalacrocorax auritus","Val-Comeau","Nouveau-Brunswick","Canada",47.46415,-64.88524,"Negative ","2017-09-28",2017-09-28,4,8
"537","CWHC.135689.1","American White Pelican","Pelecanus erythrorhynchos","Lavallee Lake","Saskatchewan","Canada",54.2833333,-106.55,"Negative ","2017-08-18",2017-08-18,5,2
"538","CWHC.138362.1","Snowy Owl","Bubo scandiacus","Prince Edward","Ontario","Canada",43.8985663,-77.2755042,"Negative ","2018-01-11",2018-01-11,4,23
"539","CWHC.135915.1","Red-Tailed Hawk","Buteo jamaicensis","North York","Ontario","Canada",43.720385,-79.338948,"Negative ","2017-08-23",2017-08-23,3,3
"540","CWHC.135697.1","Bald Eagle","Haliaeetus leucocephalus","Chicoutimi","Québec","Canada",48.41186111,-71.21186111,"Negative ","2017-08-15",2017-08-15,2,2
"541","CWHC.136655.1","Great Blue Heron","Ardea herodias","Westlock","Alberta","Canada",54.1522,-113.8514,"Negative ","2017-10-05",2017-10-05,4,9
"542","CWHC.135809.1","Sharp-Shinned Hawk","Accipiter striatus","Saint-Basile","Québec","Canada",46.73444444,-71.80333333,"Negative ","2017-08-17",2017-08-17,4,2
"543","CWHC.136181.1","California Gull","Larus californicus","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-08-17",2017-08-17,4,2
"544","CWHC.135772.1","Cooper's Hawk","Accipiter cooperii","Mont-Laurier","Québec","Canada",46.55555556,-75.41583333,"Negative ","2017-08-17",2017-08-17,4,2
"545","CWHC.136004.3","Herring Gull","Larus argentatus","Lac-Etchemin","Québec","Canada",46.39555556,-70.50833333,"Negative ","2017-08-30",2017-08-30,3,4
"546","CWHC.136758.1","Canada Goose","Branta canadensis","Salaberry-de-Valleyfield","Québec","Canada",45.16555556,-74.17027778,"Negative ","2017-10-24",2017-10-24,2,12
"548","CWHC.136228.1","Blue Jay","Cyanocitta cristata","Tyendinaga Mohawk Territory","Ontario","Canada",44.184555,-77.069335,"Negative ","2017-09-11",2017-09-11,1,6
"549","CWHC.136333.4","Double-Crested Cormorant","Phalacrocorax auritus","Val-Comeau","Nouveau-Brunswick","Canada",47.46415,-64.88524,"Negative ","2017-09-28",2017-09-28,4,8
"550","CWHC.136465.1","Great Horned Owl","Bubo virginianus","","Alberta","Canada",52.9598,-113.8253,"Negative ","2017-09-19",2017-09-19,2,7
"551","CWHC.136318.1","Great Black-Backed Gull","Larus marinus","Trois-Rivières","Québec","Canada",46.295,-72.60555556,"Negative ","2017-09-21",2017-09-21,4,7
"552","CWHC.136010.1","Blue Jay","Cyanocitta cristata","Metcalfe","Ontario","Canada",45.2107469,-75.432286,"Negative ","2017-09-11",2017-09-11,1,6
"553","CWHC.135884.1","Ring-Billed Gull","Larus delawarensis","Saskatoon","Saskatchewan","Canada",52.1509123,-106.5934869,"Suspicious ","2017-08-31",2017-08-31,4,4
"554","CWHC.137127.2","Rock Pigeon","Columba livia","Fredericton","New Brunswick","Canada",45.9784426,-66.6584021,"Negative ","2018-01-10",2018-01-10,3,23
"555","CWHC.136075.1","Blue-Winged Teal","Anas discors","","Saskatchewan","Canada",51.701373,-106.51696,"Negative ","2017-09-07",2017-09-07,4,5
"556","CWHC.136769.1","Ring-Billed Gull","Larus delawarensis","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-10-19",2017-10-19,4,11
"557","CWHC.136886.1","Bald Eagle","Haliaeetus leucocephalus","Seaview","Prince Edward Island","Canada",46.5442,-63.58807,"Negative ","2018-01-11",2018-01-11,4,23
"558","CWHC.136226.1","Common Murre","Uria aalge","Witless Bay","Newfoundland and Labrador","Canada",47.2362,-52.77985,"Negative ","2017-09-28",2017-09-28,4,8
"559","CWHC.136446.1","Black-billed Magpie","Pica hudsonia","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-09-14",2017-09-14,4,6
"560","CWHC.136848.1","Ring-Billed Gull","Larus delawarensis","Longueuil","Québec","Canada",45.52416667,-73.50777778,"Negative ","2017-11-07",2017-11-07,2,14
"561","CWHC.136073.1","Mallard","Anas platyrhynchos","","Saskatchewan","Canada",51.701373,-106.51696,"Positive ","2017-10-11",2017-10-11,3,10
"562","CWHC.136263.1","Canada Goose","Branta canadensis","Vaughan","Ontario","Canada",43.781962,-79.542286,"Negative ","2017-08-31",2017-08-31,4,4
"563","CWHC.135666.1","Canada Goose","Branta canadensis","Alberry Plains","Prince Edward Island","Canada",46.2135207,-62.7638687,"Negative ","2017-08-11",2017-08-11,5,1
"564","CWHC.135636.5","Ring-Billed Gull","Larus delawarensis","Sorel","Québec","Canada",46.04833333,-73.11277778,"Negative ","2017-08-09",2017-08-09,3,1
"565","CWHC.136331.1","Mallard","Anas platyrhynchos","Leask","Saskatchewan","Canada",52.9399159,-106.4508639,"Negative ","2017-11-09",2017-11-09,4,14
"566","CWHC.136084.1","Mallard","Anas platyrhynchos","","Saskatchewan","Canada",51.701373,-106.51696,"Suspicious ","2017-10-11",2017-10-11,3,10
"567","CWHC.136462.1","Mallard","Anas platyrhynchos","Fort Saskatchewan","Alberta","Canada",53.7007,-113.2095,"Negative ","2017-09-14",2017-09-14,4,6
"568","CWHC.136186.1","Ring-Billed Gull","Larus delawarensis","Grande Prairie","Alberta","Canada",55.1699,-118.7986,"Negative ","2017-08-17",2017-08-17,4,2
"569","CWHC.136764.1","Rock Pigeon","Columba livia","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-10-19",2017-10-19,4,11
"570","CWHC.138157.1","American Crow","Corvus brachyrhynchos","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-12-12",2017-12-12,2,19
"571","CWHC.136226.2","Common Murre","Uria aalge","Witless Bay","Newfoundland and Labrador","Canada",47.2362,-52.77985,"Negative ","2017-09-28",2017-09-28,4,8
"572","CWHC.136095.1","Mallard","Anas platyrhynchos","","Saskatchewan","Canada",51.701373,-106.51696,"Negative ","2017-09-07",2017-09-07,4,5
"574","CWHC.136076.1","Green-Winged Teal","Anas carolinensis","","Saskatchewan","Canada",51.701373,-106.51696,"Negative ","2017-09-07",2017-09-07,4,5
"575","CWHC.136070.1","Blue-Winged Teal","Anas discors","","Saskatchewan","Canada",51.701373,-106.51696,"Negative ","2017-09-07",2017-09-07,4,5
"576","CWHC.136332.1","Great Horned Owl","Bubo virginianus","Leask","Saskatchewan","Canada",52.9399159,-106.4508639,"Negative ","2017-11-09",2017-11-09,4,14
"577","CWHC.135704.1","Double-Crested Cormorant","Phalacrocorax auritus","Kingston","Ontario","Canada",44.250011,-76.603402,"Negative ","2017-08-09",2017-08-09,3,1
"578","CWHC.137680.6","Canada Goose","Branta canadensis","Ottawa","Ontario","Canada",45.393302,-75.701534,"Negative ","2017-11-23",2017-11-23,4,16
"579","CWHC.136278.1","Swainson's Hawk","Buteo swainsoni","Madden","Alberta","Canada",51.2712,-114.2189,"Negative ","2017-09-19",2017-09-19,2,7
"580","CWHC.136264.1","Canada Goose","Branta canadensis","Vaughan","Ontario","Canada",43.781962,-79.542286,"Negative ","2017-08-31",2017-08-31,4,4
"581","CWHC.138160.1","Herring Gull","Larus argentatus","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-12-12",2017-12-12,2,19
"582","CWHC.136450.1","Black-billed Magpie","Pica hudsonia","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-09-14",2017-09-14,4,6
"583","CWHC.135658.1","Merlin","Falco columbarius","Saskatoon","Saskatchewan","Canada",52.1419942,-106.675111,"Negative ","2017-08-18",2017-08-18,5,2
"584","CWHC.136192.1","American Crow","Corvus brachyrhynchos","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-08-17",2017-08-17,4,2
"585","CWHC.136226.4","Common Murre","Uria aalge","Witless Bay","Newfoundland and Labrador","Canada",47.2362,-52.77985,"Negative ","2017-09-28",2017-09-28,4,8
"586","CWHC.136213.1","American Crow","Corvus brachyrhynchos","Curve Lake","Ontario","Canada",44.463526,-78.37158,"Negative ","2017-09-11",2017-09-11,1,6
"587","CWHC.136998.6","Long-Tailed Duck","Clangula hyemalis","Toronto","Ontario","Canada",43.662648,-79.3100073,"Negative ","2017-11-14",2017-11-14,2,15
"588","CWHC.136428.1","Canada Goose","Branta canadensis","Leduc","Alberta","Canada",53.258,-113.5502,"Negative ","2017-09-19",2017-09-19,2,7
"589","CWHC.137434.1","American Kestrel","Falco sparverius","Encana Offshore Platform","Nova Scotia","Canada",43.81269,-60.68837,"Negative ","2018-01-11",2018-01-11,4,23
"590","CWHC.136631.1","Black-billed Magpie","Pica hudsonia","Edmonton","Alberta","Canada",53.5444,-113.4909,"Negative ","2017-10-05",2017-10-05,4,9
"591","CWHC.136004.8","Ring-Billed Gull","Larus delawarensis","Lac-Etchemin","Québec","Canada",46.39555556,-70.50833333,"Negative ","2017-08-30",2017-08-30,3,4
"592","CWHC.136469.1","Great Blue Heron","Ardea herodias","","Alberta","Canada",53.8448,-111.55,"Negative ","2017-09-19",2017-09-19,2,7
